,geometry,month_timestamp,detection_drives_count,avg_speed,near_miss_pedestrian_ratio,near_miss_bicycle_ratio,near_miss_vehicle_ratio,avg_pedestrian_on_road_volume,avg_bicycle_on_road_volume,braking_count,cornering_count,harsh_braking_ratio,harsh_cornering_ratio
5688,"[[34.765087, 32.051512], [34.765089, 32.051333]]",1/1/2021,681,49.11354256,0,0,0,0.005873715,0,32,462,0,0.001567771
5689,"[[34.770893, 32.084996], [34.771321, 32.084857]]",1/1/2021,119,29.93570504,0.025210084,0.008403361,0,0.033613445,0.008403361,40,67,0,0
5690,"[[34.768037, 32.045002], [34.768194, 32.044952]]",1/1/2021,141,38.68883222,0.014184397,0,0,0.014184397,0.021276596,0,11,0,0.064561182
5691,"[[34.774999, 32.073478], [34.774775, 32.073129]]",1/1/2021,139,38.52682401,0,0,0,0.021582734,0.028776978,21,65,0,0
5692,"[[34.779224, 32.079558], [34.779873, 32.079556]]",1/1/2021,106,27.78066174,0,0,0,0.254716981,0.150943396,0,0,0,0
5693,"[[34.777955, 32.038626], [34.778813, 32.038094]]",1/1/2021,861,42.4367088,0,0,0.009291521,0.024390244,0.011614402,226,443,0,0.045479036
5694,"[[34.786522, 32.048278], [34.786326, 32.048544]]",1/1/2021,5546,63.48306458,0,0,0.001983411,0,0,599,4044,0,0.00503046
5695,"[[34.786046, 32.048934], [34.785761, 32.049422]]",1/1/2021,5613,62.86325895,0,0,0.002316052,0,0,858,4116,0,0.007471413
5696,"[[34.758093, 32.049643], [34.758811, 32.049572]]",1/1/2021,358,22.6606429,0.022346369,0.011173184,0.01396648,0.103351955,0.081005587,81,130,0,0
5697,"[[34.775271, 32.054885], [34.775363, 32.054863]]",1/1/2021,213,28.6787017,0,0,0.018779343,0.03286385,0.023474178,17,148,0,0.014864865
5698,"[[34.778847, 32.05304], [34.778874, 32.053131]]",1/1/2021,141,40.89712714,0,0,0,0,0.007092199,14,97,0,0
5699,"[[34.769775, 32.085551], [34.76985, 32.085791]]",1/1/2021,426,55.93847296,0,0,0,0.002347418,0,47,282,0,0
5700,"[[34.777627, 32.05861], [34.77792, 32.059064]]",1/1/2021,602,33.62882851,0.004983389,0,0.008305648,0.074750831,0.03986711,183,356,0,0
5701,"[[34.766907, 32.078702], [34.76733, 32.080029]]",1/1/2021,222,37.33483191,0,0,0,0.189189189,0.009009009,0,0,0,0
5702,"[[34.767742, 32.054909], [34.768366, 32.054874]]",1/1/2021,325,29.21073938,0.021538462,0.003076923,0.012307692,0.098461538,0.12,58,115,0,0
5703,"[[34.773452, 32.049785], [34.773355, 32.049744]]",1/1/2021,72,20.37898536,0.013888889,0,0,0,0.013888889,30,64,0,0.033854172
5704,"[[34.789107, 32.08363], [34.789217, 32.083612]]",1/1/2021,626,36.02843685,0.006389776,0,0,0.031948882,0.017571885,30,352,0,0.012574727
5705,"[[34.772618, 32.085552], [34.77244, 32.085009]]",1/1/2021,60,24.75722632,0,0,0.016666667,0.066666667,0.016666667,19,24,0,0
5706,"[[34.774764, 32.040702], [34.774721, 32.040636]]",1/1/2021,66,47.61632064,0,0,0,0,0,1,35,0,0.088888886
5707,"[[34.774721, 32.040636], [34.774705, 32.040562]]",1/1/2021,60,50.38555505,0,0,0,0,0,1,37,0,0.106821108
5708,"[[34.766529, 32.070103], [34.766661, 32.070284]]",1/1/2021,89,25.30448196,0.033707865,0,0.02247191,0.011235955,0.011235955,15,65,0,0
5709,"[[34.775963, 32.095755], [34.776116, 32.095755]]",1/1/2021,180,31.59717154,0,0,0,0,0,41,128,0,0
5710,"[[34.777084, 32.09763], [34.777801, 32.097878]]",1/1/2021,2029,49.58417757,0,0.000492854,0.003449975,0.019714145,0.015278462,289,1017,0,0.000859331
5711,"[[34.789209, 32.056613], [34.791854, 32.056526]]",1/1/2021,53,19.27936398,0.037735849,0.056603774,0.113207547,0.132075472,0.018867925,11,10,0,0.0099172
5712,"[[34.775945, 32.048625], [34.775978, 32.048848]]",1/1/2021,75,27.83654509,0.013333333,0,0.013333333,0.066666667,0.04,6,32,0,0.033586875
5713,"[[34.776036, 32.097209], [34.776055, 32.097318]]",1/1/2021,375,32.53701895,0,0,0,0.008,0,29,270,0,0.109395585
5714,"[[34.775454, 32.094756], [34.775658, 32.095359]]",1/1/2021,618,33.62297792,0.003236246,0,0.011326861,0.022653722,0.004854369,88,236,0,0.005592284
5715,"[[34.789214, 32.087947], [34.789021, 32.08785]]",1/1/2021,504,35.31133799,0,0,0.007936508,0.009920635,0.007936508,48,364,0,0.002747253
5716,"[[34.789409, 32.101279], [34.789291, 32.10183]]",1/1/2021,61,46.87004325,0,0,0,0.016393443,0.032786885,4,43,0,0
5717,"[[34.771616, 32.084717], [34.771203, 32.084026]]",1/1/2021,80,25.14639954,0.0375,0,0,0.025,0,18,34,0,0.010250706
5718,"[[34.783454, 32.098575], [34.78344, 32.098635]]",1/1/2021,208,36.48770119,0,0,0,0.009615385,0,7,159,0,0.009433962
5719,"[[34.788597, 32.086174], [34.787918, 32.085646]]",1/1/2021,149,26.35793427,0,0,0.013422819,0.067114094,0,53,78,0,0.018780641
5720,"[[34.775223, 32.076148], [34.774736, 32.076076]]",1/1/2021,133,12.17361856,0.015037594,0,0.037593985,0.090225564,0.007518797,22,45,0,0.021451511
5721,"[[34.777172, 32.076695], [34.777072, 32.076565]]",1/1/2021,55,31.79801011,0,0,0,0.054545455,0.018181818,14,32,0,0
5722,"[[34.774493, 32.076853], [34.77447, 32.076866]]",1/1/2021,98,17.10869567,0,0,0,0,0.020408163,13,57,0,0.067669175
5723,"[[34.789107, 32.08363], [34.7857, 32.084416]]",1/1/2021,367,23.81603204,0,0,0,0.237057221,0.092643052,0,0,0,0
5724,"[[34.765127, 32.058475], [34.765524, 32.058682]]",1/1/2021,68,31.72761293,0,0,0,0.132352941,0.132352941,0,0,0,0
5725,"[[34.78727, 32.076279], [34.787343, 32.076387]]",1/1/2021,605,26.21921651,0,0,0.001652893,0.041322314,0.029752066,48,325,0,0.066533594
5726,"[[34.77729, 32.050809], [34.777906, 32.050681]]",1/1/2021,52,24.88601252,0,0,0,0.019230769,0.096153846,20,27,0,0.010684148
5727,"[[34.767072, 32.055949], [34.766199, 32.055827]]",1/1/2021,50,22.22695148,0.04,0,0.02,0.22,0.06,6,10,0,0
5728,"[[34.773197, 32.087265], [34.773217, 32.087309]]",1/1/2021,264,33.73546485,0,0,0,0,0.003787879,21,205,0,0.007781649
5729,"[[34.780649, 32.095077], [34.779959, 32.095031]]",1/1/2021,415,32.93940297,0,0,0.007228916,0.040963855,0.065060241,65,259,0,0.004694629
5730,"[[34.783727, 32.095596], [34.78301, 32.095522]]",1/1/2021,220,40.46051763,0.009090909,0,0,0.072727273,0.031818182,75,121,0,0
5731,"[[34.78769, 32.069277], [34.787738, 32.06936]]",1/1/2021,1054,35.89129621,0,0,0.006641366,0.004743833,0.001897533,58,563,0,0.070955147
5732,"[[34.778802, 32.07011], [34.778926, 32.070497]]",1/1/2021,975,22.8037799,0.004102564,0.001025641,0.037948718,0.035897436,0.012307692,226,424,0,0.008503448
5733,"[[34.781749, 32.073657], [34.781813, 32.073606]]",1/1/2021,101,21.31200468,0,0,0,0.188118812,0.237623762,0,0,0,0
5734,"[[34.77818, 32.068159], [34.77819, 32.068189]]",1/1/2021,641,30.34648611,0,0,0.00624025,0.001560062,0,47,439,0,0.003189066
5735,"[[34.758655, 32.058257], [34.758504, 32.058113]]",1/1/2021,509,44.40380411,0,0,0.001964637,0.00589391,0.011787819,43,329,0,0.000687508
5736,"[[34.756489, 32.055697], [34.75694, 32.056361]]",1/1/2021,285,21.45180646,0,0,0,0.157894737,0.052631579,0,0,0,0
5737,"[[34.765028, 32.054941], [34.764939, 32.055673]]",1/1/2021,399,28.27700844,0,0,0.022556391,0.067669173,0.030075188,88,188,0,0
5738,"[[34.763111, 32.057653], [34.76265, 32.057481]]",1/1/2021,354,31.58912335,0,0,0.02259887,0.02259887,0.042372881,67,237,0,0.004219409
5739,"[[34.764891, 32.050714], [34.765171, 32.051227]]",1/1/2021,703,37.37591998,0,0,0.012802276,0.004267425,0.00284495,282,492,0,0.003009543
5740,"[[34.76506, 32.054579], [34.765047, 32.054744]]",1/1/2021,276,27.6690007,0,0,0,0.010869565,0.014492754,47,195,0,0
5741,"[[34.76527, 32.053374], [34.765139, 32.05375]]",1/1/2021,328,31.23578288,0,0,0.021341463,0.030487805,0.015243902,97,226,0,0.002614642
5742,"[[34.782683, 32.054602], [34.782356, 32.054719]]",1/1/2021,209,23.34694353,0.004784689,0.009569378,0.023923445,0.023923445,0.009569378,74,120,0,0.018072525
5743,"[[34.763156, 32.065967], [34.764419, 32.065609]]",1/1/2021,242,37.5799136,0.041322314,0,0.004132231,0.020661157,0.016528926,114,123,0,0.001034504
5744,"[[34.76667, 32.042207], [34.766382, 32.041142]]",1/1/2021,227,27.06983292,0,0.017621145,0.017621145,0.074889868,0.022026432,76,84,0,0.011126274
5745,"[[34.782032, 32.081555], [34.782618, 32.081747]]",1/1/2021,463,33.51275907,0.017278618,0,0.004319654,0.172786177,0.099352052,41,151,0,0
5746,"[[34.782618, 32.081747], [34.78329, 32.082251]]",1/1/2021,367,35.36821231,0.002724796,0,0.008174387,0.076294278,0.10626703,43,147,0,0
5747,"[[34.788444, 32.064246], [34.788351, 32.06417]]",1/1/2021,270,39.31187476,0,0,0.003703704,0.007407407,0,4,43,0,0
5748,"[[34.774899, 32.060516], [34.774584, 32.06052]]",1/1/2021,76,29.49531399,0,0,0,0.25,0.092105263,0,0,0,0
5749,"[[34.779, 32.057119], [34.778916, 32.057153]]",1/1/2021,76,37.27538736,0,0,0,0,0.013157895,3,53,0,0.037735849
5750,"[[34.771446, 32.060671], [34.7716, 32.060678]]",1/1/2021,57,31.67867614,0,0,0,0,0.01754386,6,38,0,0.006265658
5751,"[[34.784011, 32.082791], [34.785319, 32.083822]]",1/1/2021,557,29.28185616,0,0.008976661,0.021543986,0.147217235,0.104129264,77,113,0,0.003971841
5752,"[[34.773226, 32.087337], [34.773838, 32.087202]]",1/1/2021,177,21.43696091,0,0,0,0.118644068,0.062146893,0,0,0,0
5753,"[[34.775058, 32.066607], [34.776414, 32.066179]]",1/1/2021,344,21.71273985,0.031976744,0,0.098837209,0.046511628,0,126,145,0,0.00032691
5754,"[[34.781633, 32.069759], [34.78193, 32.069691]]",1/1/2021,739,32.71565477,0.00270636,0,0.00947226,0.044654939,0.02435724,95,307,0,0.002895404
5755,"[[34.764833, 32.050607], [34.764891, 32.050714]]",1/1/2021,593,41.59195726,0,0,0,0.001686341,0.003372681,91,451,0,0
5756,"[[34.772656, 32.06423], [34.772417, 32.064802]]",1/1/2021,193,36.2318268,0,0,0,0.031088083,0.093264249,34,104,0,0.010513875
5757,"[[34.773537, 32.075172], [34.773641, 32.075265]]",1/1/2021,280,28.9199242,0,0,0,0.017857143,0.010714286,9,102,0,0.003878971
5758,"[[34.770406, 32.031515], [34.770439, 32.031378]]",1/1/2021,89,31.12610475,0,0,0,0,0,5,45,0,0.022222222
5759,"[[34.773029, 32.050334], [34.773097, 32.050334]]",1/1/2021,72,25.05302211,0,0,0,0,0,5,65,0,0.049106446
5760,"[[34.76888, 32.077411], [34.768484, 32.077626]]",1/1/2021,495,23.74121135,0.01010101,0.004040404,0.008080808,0.074747475,0.026262626,90,162,0,0.010709679
5761,"[[34.782148, 32.054016], [34.782203, 32.054177]]",1/1/2021,223,29.12055326,0,0,0.013452915,0.013452915,0.013452915,40,133,0,0
5762,"[[34.767315, 32.033579], [34.767178, 32.033649]]",1/1/2021,54,34.39781902,0,0,0,0,0,1,33,0,0.016528939
5763,"[[34.789087, 32.070557], [34.789349, 32.070835]]",1/1/2021,2349,34.26659353,0.001277139,0.000425713,0.009791401,0.014899957,0.019157088,148,393,0,0
5764,"[[34.784742, 32.102229], [34.784837, 32.10224]]",1/1/2021,393,44.95272117,0,0,0,0,0,24,281,0,0.007117438
5765,"[[34.764396, 32.071841], [34.764192, 32.071288]]",1/1/2021,441,37.71006021,0,0,0.024943311,0.009070295,0.015873016,94,224,0,0
5766,"[[34.773952, 32.075683], [34.774117, 32.07582]]",1/1/2021,209,37.58119886,0,0,0.019138756,0.004784689,0,33,112,0,0
5767,"[[34.77022, 32.054745], [34.769565, 32.054774]]",1/1/2021,216,25.87561797,0,0,0,0.231481481,0.125,0,0,0,0
5768,"[[34.773279, 32.049727], [34.77317, 32.049723]]",1/1/2021,100,24.85785671,0,0,0,0,0.07,1,58,0,0.114048793
5769,"[[34.757677, 32.048751], [34.757333, 32.048918]]",1/1/2021,54,20.66794415,0,0,0.092592593,0.148148148,0.037037037,7,12,0,0
5770,"[[34.783802, 32.050508], [34.783738, 32.050662]]",1/1/2021,1160,50.78094122,0,0,0,0,0,122,826,0,0
5771,"[[34.786254, 32.088155], [34.786191, 32.087529]]",1/1/2021,259,33.06949797,0.011583012,0,0.011583012,0.088803089,0.061776062,68,98,0,0
5772,"[[34.774302, 32.075934], [34.774472, 32.076032]]",1/1/2021,260,28.18881577,0.011538462,0.003846154,0.080769231,0.015384615,0.023076923,67,109,0,0
5773,"[[34.768377, 32.082166], [34.76828, 32.082191]]",1/1/2021,70,26.21627894,0,0,0,0,0,13,61,0,0.083849541
5774,"[[34.775987, 32.083779], [34.776309, 32.08359]]",1/1/2021,59,20.98248673,0,0,0,0.050847458,0,0,0,0,0
5775,"[[34.775291, 32.094286], [34.775454, 32.094756]]",1/1/2021,564,27.67465003,0,0,0.030141844,0.026595745,0.015957447,110,209,0,0.002993378
5776,"[[34.772565, 32.094128], [34.772656, 32.094421]]",1/1/2021,60,30.09362742,0,0,0,0.016666667,0,20,37,0,0
5777,"[[34.774047, 32.092729], [34.773425, 32.092795]]",1/1/2021,103,16.61647165,0,0,0.058252427,0.048543689,0.009708738,53,58,0,0.019222776
5778,"[[34.774657, 32.0925], [34.77474, 32.092491]]",1/1/2021,113,24.86339374,0,0,0,0.017699115,0,6,85,0,0.046798306
5779,"[[34.755244, 32.046252], [34.755921, 32.046095]]",1/1/2021,170,33.35167829,0,0,0.017647059,0.029411765,0.076470588,22,83,0,0.027879964
5780,"[[34.768136, 32.040698], [34.768238, 32.040674]]",1/1/2021,147,39.26971126,0,0,0,0,0,16,99,0,0
5781,"[[34.766339, 32.041056], [34.767766, 32.040783]]",1/1/2021,224,41.71270853,0,0,0,0.035714286,0.008928571,57,99,0,0.038445919
5782,"[[34.765439, 32.041241], [34.765452, 32.041203]]",1/1/2021,69,30.15877758,0,0,0,0.014492754,0,2,50,0,0.068
5783,"[[34.765452, 32.041203], [34.765478, 32.041169]]",1/1/2021,69,30.56053574,0,0,0,0.028985507,0,3,52,0,0.069024731
5784,"[[34.759727, 32.044241], [34.759756, 32.044271]]",1/1/2021,119,41.58092473,0,0,0,0,0,10,73,0,0.012176562
5785,"[[34.759843, 32.044716], [34.75991, 32.044725]]",1/1/2021,167,40.69702025,0,0,0,0,0,9,130,0,0.329594023
5786,"[[34.787849, 32.047047], [34.786263, 32.04705]]",1/1/2021,965,42.37879312,0,0,0.009326425,0.024870466,0.032124352,123,493,0,0.007427767
5787,"[[34.776857, 32.048155], [34.776977, 32.048115]]",1/1/2021,540,52.8052755,0,0,0,0.003703704,0.003703704,29,303,0,0.022406528
5788,"[[34.775147, 32.054874], [34.775164, 32.054857]]",1/1/2021,66,21.44587076,0,0,0.015151515,0.121212121,0.090909091,4,24,0,0.03125
5789,"[[34.77936, 32.0818], [34.778996, 32.082003]]",1/1/2021,395,35.30665221,0,0,0.002531646,0.025316456,0.012658228,65,211,0,0
5790,"[[34.788504, 32.07836], [34.788533, 32.078578]]",1/1/2021,716,38.55002776,0.001396648,0,0.002793296,0.041899441,0.01396648,92,409,0,0.015775284
5791,"[[34.788676, 32.07967], [34.788685, 32.079759]]",1/1/2021,735,33.39724981,0.004081633,0,0.002721088,0.020408163,0.006802721,75,401,0,0.014347314
5792,"[[34.770049, 32.076773], [34.769527, 32.077046]]",1/1/2021,510,25.34317469,0.009803922,0,0.01372549,0.070588235,0.023529412,93,188,0,0.002802441
5793,"[[34.788373, 32.047177], [34.788158, 32.047092]]",1/1/2021,197,28.90954723,0,0,0.020304569,0.005076142,0.005076142,46,153,0,0
5794,"[[34.774354, 32.054975], [34.774391, 32.054981]]",1/1/2021,192,34.18481408,0,0,0,0.015625,0.015625,24,152,0,0
5795,"[[34.773979, 32.051447], [34.773881, 32.051184]]",1/1/2021,252,43.88020953,0,0,0,0.027777778,0.027777778,36,173,0,0.007737728
5796,"[[34.7599, 32.035682], [34.759959, 32.035693]]",1/1/2021,383,40.00405061,0,0,0.018276762,0,0,94,277,0,0.009386282
5797,"[[34.765747, 32.03611], [34.765853, 32.036113]]",1/1/2021,433,49.31184196,0,0,0,0,0,107,313,0,0.106927965
5798,"[[34.78858, 32.077762], [34.788528, 32.077944]]",1/1/2021,616,38.7743899,0,0,0.003246753,0.012987013,0.003246753,135,414,0,0
5799,"[[34.781117, 32.081499], [34.780174, 32.08151]]",1/1/2021,426,23.66835492,0.025821596,0.009389671,0.044600939,0.098591549,0.021126761,159,170,0,0.006091429
5800,"[[34.779955, 32.081508], [34.779915, 32.081516]]",1/1/2021,253,27.84543176,0.003952569,0,0,0.011857708,0,13,187,0,0.013910112
5801,"[[34.779915, 32.081516], [34.779731, 32.081603]]",1/1/2021,266,29.35198015,0,0,0,0.007518797,0,26,186,0,0.018216387
5802,"[[34.772903, 32.056886], [34.773057, 32.057407]]",1/1/2021,71,30.07443569,0,0,0,0.14084507,0.211267606,0,0,0,0
5803,"[[34.785759, 32.054194], [34.785644, 32.054217]]",1/1/2021,89,46.25546292,0,0,0,0.011235955,0.011235955,2,79,0,0.035021101
5804,"[[34.759696, 32.049641], [34.75987, 32.049718]]",1/1/2021,187,23.43202017,0.005347594,0,0.005347594,0.010695187,0.005347594,28,136,0,0
5805,"[[34.782626, 32.055515], [34.782561, 32.055555]]",1/1/2021,92,18.60960555,0,0,0,0.032608696,0,4,65,0,0.068404923
5806,"[[34.788508, 32.072579], [34.788503, 32.071784]]",1/1/2021,58,56.42066479,0,0,0.017241379,0.017241379,0,7,31,0,0
5807,"[[34.776942, 32.060889], [34.776863, 32.060844]]",1/1/2021,424,31.8233417,0,0,0.002358491,0,0,39,300,0,0.010969127
5808,"[[34.771978, 32.05139], [34.771779, 32.051114]]",1/1/2021,201,39.08573754,0,0,0,0.019900498,0.014925373,66,107,0,0.00272586
5809,"[[34.776443, 32.050319], [34.776648, 32.050855]]",1/1/2021,92,30.86760646,0,0,0.02173913,0.065217391,0.054347826,12,20,0,0
5810,"[[34.787823, 32.073497], [34.787741, 32.073491]]",1/1/2021,123,38.10097558,0,0,0,0.162601626,0.097560976,3,6,0,0
5811,"[[34.759814, 32.057854], [34.759779, 32.057386]]",1/1/2021,381,28.34067825,0.010498688,0.010498688,0.028871391,0.028871391,0.028871391,91,146,0,0
5812,"[[34.763226, 32.068919], [34.763205, 32.068859]]",1/1/2021,515,38.00794656,0,0,0.001941748,0.011650485,0.013592233,58,314,0,0
5813,"[[34.763205, 32.068859], [34.76311, 32.068425]]",1/1/2021,804,35.72166411,0.001243781,0,0.004975124,0.054726368,0.06840796,186,334,0,0
5814,"[[34.761918, 32.063877], [34.76174, 32.063442]]",1/1/2021,732,41.42742239,0,0,0.017759563,0.006830601,0.008196721,300,451,0,0
5815,"[[34.759993, 32.059134], [34.759973, 32.059067]]",1/1/2021,171,32.21496994,0.005847953,0,0,0.046783626,0.005847953,17,111,0,0
5816,"[[34.761469, 32.062779], [34.761005, 32.061651]]",1/1/2021,1012,46.19238438,0,0.000988142,0.003952569,0.023715415,0.011857708,184,464,0,0.004016791
5817,"[[34.780381, 32.053856], [34.780987, 32.053766]]",1/1/2021,469,32.36311413,0.002132196,0.004264392,0.017057569,0.038379531,0.059701493,81,208,0,0.001975255
5818,"[[34.770012, 32.060431], [34.769904, 32.060401]]",1/1/2021,157,33.02771234,0,0.006369427,0.012738854,0.038216561,0.01910828,21,99,0,0
5819,"[[34.777163, 32.036042], [34.776364, 32.034825]]",1/1/2021,804,65.54328373,0,0,0.001243781,0.003731343,0.01119403,72,452,0,0.003515715
5820,"[[34.780368, 32.088491], [34.780896, 32.089743]]",1/1/2021,89,16.61848604,0,0,0,0.123595506,0.04494382,0,0,0,0
5821,"[[34.769785, 32.086102], [34.769714, 32.085874]]",1/1/2021,501,48.90787797,0,0,0,0,0,47,373,0,0.001738676
5822,"[[34.774657, 32.0925], [34.77336, 32.092645]]",1/1/2021,114,20.18859871,0,0,0,0.052631579,0.035087719,0,0,0,0
5823,"[[34.785697, 32.059392], [34.785647, 32.05921]]",1/1/2021,1835,63.22387007,0,0,0,0.002724796,0.000544959,39,270,0,0.11135163
5824,"[[34.789573, 32.112252], [34.789621, 32.112445]]",1/1/2021,217,46.94554771,0,0,0,0.00921659,0.00921659,7,160,0,0.023951481
5825,"[[34.784707, 32.054597], [34.784317, 32.054763]]",1/1/2021,150,50.57686015,0,0,0,0.026666667,0.06,13,83,0,0
5826,"[[34.781971, 32.085336], [34.781949, 32.085368]]",1/1/2021,173,23.22209504,0,0,0.011560694,0.080924855,0.011560694,10,47,0,0.053191489
5827,"[[34.789552, 32.059221], [34.789553, 32.059323]]",1/1/2021,197,21.06116183,0,0,0,0.005076142,0.010152284,19,163,0,0.021575307
5828,"[[34.766832, 32.070549], [34.765145, 32.071034]]",1/1/2021,64,21.81984255,0.046875,0,0.03125,0.109375,0,26,24,0,0
5829,"[[34.783124, 32.043326], [34.783255, 32.043849]]",1/1/2021,1758,68.78219911,0,0,0.012514221,0.000568828,0.000568828,200,1181,0,0.015817013
5830,"[[34.76646, 32.074966], [34.766476, 32.075023]]",1/1/2021,643,33.94070625,0,0,0,0.00155521,0,125,512,0,0
5831,"[[34.781255, 32.088346], [34.780406, 32.088486]]",1/1/2021,344,26.38790392,0,0,0,0.186046512,0.13372093,0,0,0,0
5832,"[[34.77264, 32.05887], [34.77223, 32.058903]]",1/1/2021,67,17.45594648,0.089552239,0,0.014925373,0.059701493,0,21,33,0,0
5833,"[[34.781327, 32.078531], [34.78137, 32.077816]]",1/1/2021,288,35.61393048,0,0,0,0.409722222,0.059027778,0,0,0,0
5834,"[[34.784813, 32.070544], [34.784832, 32.071427]]",1/1/2021,220,28.57000414,0.013636364,0,0.018181818,0.095454545,0.059090909,17,56,0,0.014465143
5835,"[[34.769826, 32.063628], [34.769445, 32.063583]]",1/1/2021,115,22.85601283,0,0,0,0.052173913,0.008695652,24,70,0,0.039223371
5836,"[[34.778229, 32.06117], [34.777731, 32.060244]]",1/1/2021,314,24.73082252,0,0,0.00955414,0.00955414,0,162,184,0,0.011580163
5837,"[[34.766637, 32.075488], [34.766502, 32.075096]]",1/1/2021,175,26.16395861,0,0,0,0.177142857,0.074285714,0,0,0,0
5838,"[[34.767371, 32.077518], [34.766994, 32.07637]]",1/1/2021,348,34.18675182,0,0,0,0.132183908,0.025862069,0,0,0,0
5839,"[[34.778463, 32.09811], [34.778978, 32.098248]]",1/1/2021,1669,43.9862111,0.000599161,0,0.016177352,0.014379868,0.009586579,361,1042,0,0.001919386
5840,"[[34.783555, 32.094131], [34.78354, 32.094064]]",1/1/2021,179,46.24447818,0,0,0,0.189944134,0.027932961,0,0,0,0
5841,"[[34.789273, 32.111612], [34.789104, 32.110669]]",1/1/2021,889,48.48962557,0,0,0.001124859,0.001124859,0.002249719,293,551,0,0.002877829
5842,"[[34.744343, 32.033135], [34.744175, 32.033005]]",1/1/2021,172,27.0210221,0.011627907,0,0.029069767,0.063953488,0.029069767,47,94,0,0
5843,"[[34.78354, 32.094064], [34.783421, 32.094079]]",1/1/2021,178,26.66075344,0,0,0,0.04494382,0,19,89,0,0.007116101
5844,"[[34.771816, 32.083775], [34.771203, 32.084026]]",1/1/2021,238,25.25197415,0.050420168,0.004201681,0.012605042,0.042016807,0.008403361,109,137,0,0.016194241
5845,"[[34.783856, 32.048553], [34.783817, 32.04829]]",1/1/2021,754,46.49623404,0,0,0.015915119,0.00530504,0.00265252,130,527,0,0.003795066
5846,"[[34.759946, 32.057031], [34.759911, 32.057107]]",1/1/2021,393,27.99826169,0,0,0,0.010178117,0.007633588,10,326,0,0.003454791
5847,"[[34.759932, 32.057287], [34.759995, 32.057885]]",1/1/2021,736,31.09994754,0,0,0.001358696,0.016304348,0.017663043,94,353,0,0.004751422
5848,"[[34.76003, 32.058218], [34.760067, 32.058616]]",1/1/2021,607,31.16388628,0.003294893,0,0.014827018,0.009884679,0.006589786,129,341,0,0.002263029
5849,"[[34.782429, 32.098685], [34.781171, 32.09863]]",1/1/2021,966,48.5349542,0,0,0.001035197,0.007246377,0.004140787,322,608,0,0.001659039
5850,"[[34.751326, 32.040619], [34.751224, 32.040302]]",1/1/2021,185,31.27688239,0.005405405,0,0.043243243,0.07027027,0.064864865,26,71,0,0
5851,"[[34.752894, 32.052247], [34.752773, 32.052304]]",1/1/2021,102,30.8770804,0,0,0,0,0.009803922,10,77,0,0
5852,"[[34.776954, 32.089056], [34.777682, 32.088943]]",1/1/2021,1041,26.08269495,0.000960615,0.003842459,0.02401537,0.075888569,0.043227666,156,285,0,0.002587744
5853,"[[34.769314, 32.036425], [34.770735, 32.035991]]",1/1/2021,3563,76.55339657,0,0,0.004209935,0.001683974,0.001403312,429,2076,0,0.004669219
5854,"[[34.788409, 32.047091], [34.788711, 32.047244]]",1/1/2021,375,45.32376487,0,0,0.008,0,0.04,28,291,0,0
5855,"[[34.77219, 32.035736], [34.772599, 32.035723]]",1/1/2021,2200,77.09255031,0,0,0,0,0,172,1587,0,0.023033234
5856,"[[34.760016, 32.035767], [34.760091, 32.035979]]",1/1/2021,2825,79.48853616,0,0,0.000707965,0,0,116,1871,0,0.031490672
5857,"[[34.781056, 32.06404], [34.781264, 32.064133]]",1/1/2021,79,44.63633003,0,0,0,0.050632911,0.012658228,6,39,0,0
5858,"[[34.772407, 32.083286], [34.772141, 32.082743]]",1/1/2021,112,28.52871399,0,0,0,0.008928571,0,48,72,0,0
5859,"[[34.77549, 32.089294], [34.775579, 32.08928]]",1/1/2021,331,26.8307602,0,0,0.006042296,0.045317221,0.027190332,12,187,0,0.020626433
5860,"[[34.760063, 32.056968], [34.759987, 32.057003]]",1/1/2021,385,25.55496511,0,0,0,0.005194805,0.002597403,45,329,0,0.02511217
5861,"[[34.778935, 32.060106], [34.779193, 32.060418]]",1/1/2021,496,32.93381551,0.006048387,0.002016129,0.006048387,0.046370968,0.034274194,60,218,0,0.000443917
5862,"[[34.779193, 32.060418], [34.778935, 32.060106]]",1/1/2021,57,30.83687125,0,0,0,0.333333333,0.105263158,0,0,0,0
5863,"[[34.766753, 32.078185], [34.766737, 32.078119]]",1/1/2021,97,39.85324793,0,0,0,0.06185567,0.072164948,4,15,0,0
5864,"[[34.757444, 32.057058], [34.757772, 32.057507]]",1/1/2021,100,35.79156473,0,0,0,0.19,0.17,0,0,0,0
5865,"[[34.781632, 32.073694], [34.780652, 32.073872]]",1/1/2021,916,21.58461941,0.003275109,0.004366812,0.089519651,0.076419214,0.031659389,211,288,0,0.000848455
5866,"[[34.777071, 32.073197], [34.776906, 32.073283]]",1/1/2021,312,33.3669401,0.003205128,0,0,0.016025641,0.006410256,12,180,0,0.004084967
5867,"[[34.758749, 32.05821], [34.758937, 32.058438]]",1/1/2021,515,41.03606504,0,0,0.003883495,0,0.005825243,108,367,0,0
5868,"[[34.789393, 32.084494], [34.790031, 32.084336]]",1/1/2021,77,21.7108414,0.038961039,0.025974026,0.051948052,0.077922078,0.064935065,6,15,0,0
